CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,ProductDensity,EngagementProductInteraction,AgeTenureInteraction,IsZeroBalance,ProductsPerCreditCard,Exited
693.0,France,Female,77,4.0,0.0,1,1,1,154584.3,0.0,0.2,1,385.0,1,0.5,0
611.0,Germany,Male,47,2.0,47147.69,2,1,0,164181.43,0.28716647694884284,0.6666666666666666,0,141.0,0,1.0,0
615.0,Spain,Female,50,6.0,42824.0,2,1,1,123647.46,0.34633670326342925,0.2857142857142857,2,350.0,0,1.0,0
657.0,France,Male,66,3.0,80771.54,2,1,1,27799.7,2.905377922138651,0.5,2,264.0,0,1.0,0
722.0,France,Female,36,4.0,171759.05,1,1,1,58221.3,2.9500560781693608,0.2,1,180.0,0,0.5,0
574.0,Germany,Female,34,8.0,142170.79,1,0,1,127621.16,1.1139976787730281,0.1111111111111111,1,306.0,0,1.0,0
755.0,Germany,Male,75,7.0,0.0,1,0,1,119417.3,0.0,0.125,1,600.0,1,1.0,1
660.0,Spain,Female,76,0.0,0.0,2,0,0,33139.48,0.0,2.0,0,76.0,1,2.0,1
796.0,France,Female,83,0.0,146980.48,2,0,1,25573.88,5.747064306851098,2.0,2,83.0,0,2.0,0
583.0,Spain,Female,60,7.0,260000.0,1,0,1,147778.61,1.7593766826154165,0.125,1,480.0,0,1.0,0
706.0,Germany,Female,51,10.0,0.0,2,1,1,72095.14,0.0,0.18181818181818182,2,561.0,1,1.0,0
424.0,Germany,Male,47,4.0,138392.9,1,0,1,171345.92,0.8076766130374563,0.2,1,235.0,0,1.0,0
382.0,Spain,Male,59,2.0,0.0,1,1,0,8158.04,0.0,0.3333333333333333,0,177.0,1,0.5,0
692.0,Spain,Male,58,3.0,104204.43,2,1,0,11700.01,8.905592765068997,0.5,0,232.0,0,1.0,0
793.0,Spain,Female,55,10.0,0.0,4,1,1,35246.5,0.0,0.36363636363636365,4,605.0,1,2.0,0
606.0,France,Female,48,4.0,64625.33,1,1,1,141211.99,0.4576443711021203,0.2,1,240.0,0,0.5,0
674.0,France,Male,62,1.0,125058.22,1,0,1,27079.98,4.617935539998922,0.5,1,124.0,0,1.0,0
695.0,France,Female,52,9.0,223627.37,2,1,0,100344.72,2.2285690909388065,0.2,0,520.0,0,1.0,1
721.0,France,Female,49,2.0,97395.21,2,1,0,196444.57,0.4957872554723428,0.6666666666666666,0,147.0,0,1.0,0
495.0,France,Male,54,2.0,125610.13,1,1,0,6106.13,20.567783885392977,0.3333333333333333,0,162.0,0,0.5,0
715.0,France,Male,73,9.0,257563.82,2,1,0,97556.68,2.6401183381974644,0.2,0,730.0,0,1.0,0
618.0,France,Female,66,1.0,69316.78,1,1,0,129848.23,0.5338251139417616,0.5,0,132.0,0,0.5,0
526.0,France,Female,42,10.0,84810.79,2,1,0,57123.75,1.4846592764082118,0.18181818181818182,0,462.0,0,1.0,0
724.0,Germany,Female,56,7.0,106720.31,1,1,0,191271.67,0.557948555849615,0.125,0,448.0,0,0.5,0
654.0,France,Male,58,3.0,0.0,1,1,0,163245.46,0.0,0.25,0,232.0,1,0.5,0
524.0,France,Male,48,5.0,94165.51,2,1,0,103017.57,0.914063454773251,0.3333333333333333,0,288.0,0,1.0,0
685.0,France,Male,52,0.0,0.0,2,0,0,130892.1,0.0,2.0,0,52.0,1,2.0,0
660.0,France,Male,69,4.0,75632.05,2,1,1,1584.75,47.69481317988334,0.4,2,345.0,0,1.0,0
786.0,France,Male,79,3.0,0.0,2,0,0,196765.03,0.0,0.5,0,316.0,1,2.0,1
686.0,France,Male,52,0.0,0.0,1,0,1,157630.45,0.0,1.0,1,52.0,1,1.0,0
701.0,France,Female,68,6.0,0.0,2,1,1,180989.22,0.0,0.2857142857142857,2,476.0,1,1.0,0
389.0,Germany,Female,37,10.0,119664.75,2,0,0,129530.19,0.9238296197232496,0.18181818181818182,0,407.0,0,2.0,0
647.0,France,Male,46,8.0,0.0,1,1,1,184612.91,0.0,0.1111111111111111,1,414.0,1,0.5,0
782.0,Spain,Male,72,,114123.53,1,0,0,142192.38,0.8025938338338957,0.16666666666666666,0,432.0,0,1.0,0
627.0,France,Female,60,4.0,173183.36,1,0,0,100261.64,1.7272970270880559,0.2,0,300.0,0,1.0,0
635.0,France,Female,63,6.0,81800.14,2,1,1,15625.4,5.234739927302514,0.2857142857142857,2,441.0,0,1.0,0
655.0,France,Female,51,0.0,90373.73,2,1,0,186445.37,0.4847170261346466,2.0,0,51.0,0,1.0,0
621.0,France,Female,49,6.0,0.0,2,1,1,154170.54,0.0,0.2857142857142857,2,343.0,1,1.0,0
842.0,Germany,Female,54,9.0,84183.55,1,1,1,100350.17,0.8388895714917923,0.1,1,540.0,0,0.5,0
773.0,France,Male,49,5.0,87275.75,1,1,1,74593.22,1.1700068718461027,0.16666666666666666,1,294.0,0,0.5,0
646.0,Spain,Female,67,1.0,83908.03,2,0,1,124584.51,0.6734975038429429,1.0,2,134.0,0,2.0,0
713.0,France,Male,67,8.0,0.0,1,1,1,96921.83,0.0,0.1111111111111111,1,603.0,1,0.5,0
655.0,Spain,Male,77,7.0,0.0,2,1,0,63592.53,0.0,0.25,0,616.0,1,1.0,0
649.0,France,Female,53,0.0,0.0,1,0,1,16283.92,0.0,1.0,1,53.0,1,1.0,0
537.0,Spain,Female,62,6.0,168538.35,2,0,0,52883.72,3.1869006775492053,0.2857142857142857,0,434.0,0,2.0,0
631.0,Germany,Female,79,2.0,85597.75,2,1,0,144474.78,0.5924712778847776,0.6666666666666666,0,237.0,0,1.0,0
688.0,France,Male,52,9.0,84190.15,1,1,1,184025.75,0.457488653144176,0.1,1,520.0,0,0.5,0
850.0,Germany,Male,42,5.0,67874.63,2,1,1,97499.81,0.6961442679296717,0.3333333333333333,2,252.0,0,1.0,0
748.0,Spain,Male,68,2.0,50957.73,1,1,1,191129.34,0.2666124593301095,0.3333333333333333,1,204.0,0,0.5,0
656.0,Spain,Male,38,0.0,0.0,1,1,1,71217.09,0.0,1.0,1,38.0,1,0.5,0
685.0,Spain,Female,69,10.0,193604.37,2,0,0,61969.71,3.124127027106838,0.18181818181818182,0,759.0,0,2.0,1
642.0,Germany,Male,49,8.0,147936.27,1,1,1,50620.64,2.9223918861577776,0.1111111111111111,1,441.0,0,0.5,0
850.0,France,Female,58,2.0,51992.75,1,0,1,50248.21,1.0346978589315137,0.3333333333333333,1,174.0,0,1.0,0
693.0,Spain,Female,59,10.0,0.0,1,0,1,47934.01,0.0,0.09090909090909091,1,649.0,1,1.0,0
510.0,France,Male,83,1.0,45679.11,1,0,1,150500.57,0.3035125148528351,0.5,1,166.0,0,1.0,0
424.0,Spain,Female,45,4.0,0.0,1,0,0,174102.76,0.0,0.2,0,225.0,1,1.0,0
674.0,Spain,Female,57,4.0,65835.58,2,1,1,170140.59,0.38694583728763793,0.4,2,285.0,0,1.0,0
622.0,Germany,Male,62,2.0,60336.14,2,1,0,174881.27,0.3450100459011654,0.6666666666666666,0,186.0,0,1.0,0
550.0,Spain,Female,57,2.0,137392.68,1,1,1,188720.63,0.7280176628402372,0.3333333333333333,1,171.0,0,0.5,1
613.0,France,Male,56,0.0,256586.31,1,1,0,93767.59,2.736378034478283,1.0,0,56.0,0,0.5,0
594.0,France,Female,47,10.0,0.0,2,1,0,74793.51,0.0,0.18181818181818182,0,517.0,1,1.0,0
591.0,Spain,Female,50,4.0,210540.31,2,1,1,175414.28,1.2002392836017477,0.4,2,250.0,0,1.0,0
666.0,Germany,Female,69,4.0,195756.69,2,1,0,2384.25,82.06967403836076,0.4,0,345.0,0,1.0,1
765.0,Spain,Female,61,6.0,0.0,2,0,1,65942.32,0.0,0.2857142857142857,2,427.0,1,2.0,0
583.0,Spain,Male,43,9.0,62279.6,1,1,1,184951.97,0.3367320892440927,0.1,1,430.0,0,0.5,1
539.0,Spain,Male,59,1.0,43595.4,1,1,1,127445.79,0.34206746203650956,0.5,1,118.0,0,0.5,0
509.0,France,Female,62,0.0,84846.81,1,0,1,147086.46,0.576845979936019,1.0,1,62.0,0,1.0,0
565.0,France,Male,47,3.0,0.0,2,0,0,13757.39,0.0,0.5,0,188.0,1,2.0,0
736.0,Spain,Male,49,8.0,0.0,1,1,1,187512.42,0.0,0.1111111111111111,1,441.0,1,0.5,0
716.0,France,Male,44,,44654.09,2,0,1,168886.16,0.26440192374600885,0.3333333333333333,2,264.0,0,2.0,0
746.0,Spain,Male,41,6.0,0.0,2,1,0,92741.73,0.0,0.2857142857142857,0,287.0,1,1.0,0
557.0,France,Female,56,0.0,72059.17,2,1,1,178575.41,0.4035200954034186,2.0,2,56.0,0,1.0,0
688.0,France,Male,39,3.0,108141.07,1,1,0,146839.1,0.7364546196849499,0.25,0,156.0,0,0.5,0
710.0,Spain,Male,46,7.0,73969.55,1,1,1,136655.7,0.5412800835963403,0.125,1,368.0,0,0.5,0
529.0,Germany,Female,39,7.0,0.0,2,1,0,157705.0,0.0,0.25,0,312.0,1,1.0,0
811.0,Germany,Female,61,10.0,37595.96,1,1,0,192478.54,0.19532444851021566,0.09090909090909091,0,671.0,0,0.5,0
655.0,France,Female,71,8.0,66322.93,1,1,0,40589.18,1.6339649146665522,0.1111111111111111,0,639.0,0,0.5,0
581.0,Spain,Female,57,8.0,109109.84,1,1,1,175952.2,0.6201071648597467,0.1111111111111111,1,513.0,0,0.5,0
535.0,France,Male,62,6.0,137740.98,1,0,0,61148.74,2.2525194710558054,0.14285714285714285,0,434.0,0,1.0,0
641.0,France,Female,41,4.0,72560.93,2,1,1,48675.35,1.4906814089388378,0.4,2,205.0,0,1.0,0
509.0,France,Female,45,9.0,66192.59,1,1,1,196259.58,0.3372689003568623,0.1,1,450.0,0,0.5,0
747.0,Germany,Male,75,3.0,143367.39,2,0,0,34354.07,4.17310720077124,0.5,0,300.0,0,2.0,0
551.0,France,Female,42,5.0,0.0,1,0,1,181620.26,0.0,0.16666666666666666,1,252.0,1,1.0,0
545.0,France,Female,63,1.0,60464.47,2,1,0,,,1.0,0,126.0,0,1.0,1
547.0,France,Female,42,5.0,76269.99,1,0,0,11639.82,6.551943076175046,0.16666666666666666,0,252.0,0,1.0,1
670.0,France,Female,52,5.0,71446.66,1,0,0,144957.92,0.4928752228562409,0.16666666666666666,0,312.0,0,1.0,0
570.0,France,Male,57,9.0,109806.46,2,1,0,144469.53,0.760061308005169,0.2,0,570.0,0,1.0,0
816.0,Spain,Female,36,5.0,61743.38,2,1,0,81074.56,0.7615535433859476,0.3333333333333333,0,216.0,0,1.0,0
554.0,France,Male,49,6.0,78476.81,2,0,1,159411.51,0.4922876504485124,0.2857142857142857,2,343.0,0,2.0,1
526.0,Germany,Male,49,6.0,98001.5,2,1,0,33339.83,2.9393839325535684,0.2857142857142857,0,343.0,0,1.0,0
641.0,France,Female,54,8.0,113021.44,1,0,0,3977.85,28.405554368724633,0.1111111111111111,0,486.0,0,1.0,0
601.0,France,Female,54,7.0,61601.21,1,1,0,35296.91,1.745180097065237,0.125,0,432.0,0,0.5,0
580.0,Spain,Male,64,10.0,126498.18,1,1,1,188453.04,0.6712415398470629,0.09090909090909091,1,704.0,0,0.5,0
627.0,France,Female,45,3.0,170969.73,1,1,1,193176.31,0.8850404325435529,0.25,1,180.0,0,0.5,0
650.0,Germany,Female,61,7.0,0.0,2,1,0,65309.81,0.0,0.25,0,488.0,1,1.0,0
627.0,Spain,Male,56,1.0,122934.99,1,1,1,170425.22,0.7213384771427777,0.5,1,112.0,0,0.5,0
663.0,Spain,Male,33,1.0,0.0,2,0,0,107767.89,0.0,1.0,0,66.0,1,2.0,0
423.0,Germany,Female,45,0.0,0.0,2,1,0,39584.74,0.0,2.0,0,45.0,1,1.0,0
773.0,France,Male,59,1.0,0.0,1,1,0,70536.96,0.0,0.5,0,118.0,1,0.5,0
564.0,France,Male,37,9.0,0.0,2,1,0,138530.38,0.0,0.2,0,370.0,1,1.0,0
630.0,Spain,Male,57,6.0,112862.04,1,1,0,107974.13,1.0452595889442318,0.14285714285714285,0,399.0,0,0.5,1
755.0,France,Male,43,1.0,99051.46,1,1,0,107569.36,0.9208062518336836,0.5,0,86.0,0,0.5,0
680.0,Germany,Male,70,6.0,0.0,1,1,1,20425.44,0.0,0.14285714285714285,1,490.0,1,0.5,0
509.0,France,Male,51,6.0,0.0,2,1,1,116964.24,0.0,0.2857142857142857,2,357.0,1,1.0,0
614.0,France,Male,53,3.0,89483.41,3,1,0,88554.91,1.0104736092712503,0.75,0,212.0,0,1.5,0
389.0,Spain,Female,56,0.0,0.0,1,1,0,128887.85,0.0,1.0,0,56.0,1,0.5,0
652.0,Spain,Male,37,6.0,36171.26,2,1,0,119949.07,0.30155263769333357,0.2857142857142857,0,259.0,0,1.0,0
643.0,Germany,Male,43,5.0,136478.96,2,1,1,160381.06,0.8509615102836314,0.3333333333333333,2,258.0,0,1.0,0
672.0,France,Female,54,9.0,103974.37,2,1,0,137233.01,0.7576428758439689,0.2,0,540.0,0,1.0,0
786.0,France,Male,79,9.0,92985.37,2,1,0,114211.78,0.8141415522851295,0.2,0,790.0,0,1.0,0
677.0,France,Female,48,2.0,116020.3,2,1,0,159277.37,0.7284121503754716,0.6666666666666666,0,144.0,0,1.0,1
581.0,Germany,Male,85,0.0,57003.66,2,1,1,11485.02,4.962873127506308,2.0,2,85.0,0,1.0,0
642.0,Germany,Male,37,2.0,0.0,2,0,1,122623.74,0.0,0.6666666666666666,2,111.0,1,2.0,0
704.0,France,Female,61,3.0,66931.65,2,0,0,55014.74,1.216590924706275,0.5,0,244.0,0,2.0,0
824.0,Germany,Male,52,5.0,160277.57,2,0,1,196086.57,0.8173775114863222,0.3333333333333333,2,312.0,0,2.0,0
685.0,France,Male,40,0.0,260000.0,1,0,1,17735.32,14.659185219932883,1.0,1,40.0,0,1.0,0
714.0,Germany,Male,56,,93247.11,3,1,0,109193.86,0.8539514588873506,0.5,0,336.0,0,1.5,1
719.0,Spain,Male,60,10.0,0.0,1,1,1,117139.75,0.0,0.09090909090909091,1,660.0,1,0.5,0
488.0,Spain,Female,60,5.0,65852.52,2,1,0,78013.64,0.8441046449743279,0.3333333333333333,0,360.0,0,1.0,0
564.0,Germany,Male,48,2.0,92110.82,1,0,0,141296.6,0.6518923180577731,0.3333333333333333,0,144.0,0,1.0,0
620.0,France,Male,52,4.0,0.0,1,1,0,83792.89,0.0,0.2,0,260.0,1,0.5,0
718.0,Spain,Male,50,1.0,0.0,3,1,0,52633.52,0.0,1.5,0,100.0,1,1.5,0
655.0,France,Female,66,6.0,0.0,2,1,1,120965.94,0.0,0.2857142857142857,2,462.0,1,1.0,0
589.0,Spain,Female,60,9.0,0.0,2,1,1,174657.91,0.0,0.2,2,600.0,1,1.0,0
541.0,Germany,Female,57,4.0,0.0,1,0,0,157405.77,0.0,0.2,0,285.0,1,1.0,1
603.0,France,Female,76,10.0,91219.24,2,0,0,187909.74,0.48543920374109545,0.18181818181818182,0,836.0,0,2.0,0
786.0,Germany,Male,66,9.0,99702.89,1,0,0,33987.7,2.9334128695713577,0.1,0,660.0,0,1.0,1
660.0,France,Male,34,0.0,82981.5,1,1,1,118969.3,0.6974976107482287,1.0,1,34.0,0,0.5,0
628.0,Germany,Male,40,10.0,52516.2,1,1,0,32197.82,1.6309976576781384,0.09090909090909091,0,440.0,0,0.5,0
631.0,France,Female,33,5.0,64141.78,2,1,1,21306.05,3.0103547886732325,0.3333333333333333,2,198.0,0,1.0,0
669.0,Germany,Male,43,7.0,78847.99,1,1,1,10793.56,7.304419077757686,0.125,1,344.0,0,0.5,0
537.0,Germany,Male,67,9.0,172610.55,2,1,1,105902.24,1.629889227185117,0.2,2,670.0,0,1.0,0
645.0,Spain,Male,51,8.0,0.0,2,0,1,57155.77,0.0,0.2222222222222222,2,459.0,1,2.0,0
652.0,France,Male,42,1.0,0.0,1,1,0,89511.03,0.0,0.5,0,84.0,1,0.5,0
610.0,Spain,Female,52,4.0,180353.63,2,1,1,124049.52,1.4538724223002049,0.4,2,260.0,0,1.0,0
600.0,France,Female,60,2.0,0.0,1,1,0,71900.49,0.0,0.3333333333333333,0,180.0,1,0.5,0
570.0,Spain,Female,76,10.0,0.0,1,0,1,181592.52,0.0,0.09090909090909091,1,836.0,1,1.0,1
572.0,France,Male,52,5.0,0.0,1,1,0,94195.86,0.0,0.16666666666666666,0,312.0,1,0.5,1
626.0,Spain,Female,62,10.0,108770.85,2,0,1,8394.25,12.95623715791668,0.18181818181818182,2,682.0,0,2.0,0
667.0,France,Female,54,6.0,78862.37,2,1,0,170073.99,0.46369175150326336,0.2857142857142857,0,378.0,0,1.0,0
679.0,Germany,Male,46,9.0,86673.39,2,0,0,182134.09,0.47587419865112207,0.2,0,460.0,0,2.0,1
649.0,France,Male,65,4.0,0.0,1,1,1,46839.54,0.0,0.2,1,325.0,1,0.5,0
630.0,Germany,Female,52,9.0,0.0,2,1,1,109381.23,0.0,0.2,2,520.0,1,1.0,0
503.0,France,Male,58,5.0,0.0,2,1,0,5339.73,0.0,0.3333333333333333,0,348.0,1,1.0,0
618.0,France,Female,52,9.0,40545.35,1,1,1,101394.5,0.39987326853755834,0.1,1,520.0,0,0.5,1
626.0,France,Male,72,1.0,46001.06,3,1,0,41473.58,1.1091386579442153,1.5,0,144.0,0,1.5,0
575.0,France,Male,50,9.0,102479.17,2,1,1,197301.37,0.5194016169192494,0.2,2,500.0,0,1.0,1
716.0,Spain,Female,58,8.0,0.0,2,1,0,46007.63,0.0,0.2222222222222222,0,522.0,1,1.0,0
755.0,France,Female,74,2.0,78860.45,2,1,1,94341.69,0.8358935917557576,0.6666666666666666,2,222.0,0,1.0,0
601.0,Germany,Male,60,5.0,129760.34,2,1,1,161797.22,0.8019886745354801,0.3333333333333333,2,360.0,0,1.0,0
763.0,Germany,Female,34,8.0,118544.27,1,1,1,153796.31,0.7707824668714948,0.1111111111111111,1,306.0,0,0.5,0
725.0,France,Female,66,10.0,87986.87,2,1,1,62122.18,1.4163291383345153,0.18181818181818182,2,726.0,0,1.0,0
601.0,France,Female,56,6.0,0.0,1,1,1,179148.56,0.0,0.14285714285714285,1,392.0,1,0.5,0
817.0,Germany,Male,49,5.0,99952.07,1,0,1,125183.65,0.798437108703024,0.16666666666666666,1,294.0,0,1.0,0
632.0,Spain,Male,58,2.0,0.0,2,0,0,40331.29,0.0,0.6666666666666666,0,174.0,1,2.0,0
708.0,Spain,Male,63,6.0,65580.77,2,1,0,20807.68,3.1516064450027588,0.2857142857142857,0,441.0,0,1.0,0
501.0,France,Male,50,1.0,137198.14,2,1,0,108202.61,1.267962686272667,1.0,0,100.0,0,1.0,0
727.0,Germany,Female,45,1.0,213935.57,1,1,1,114960.78,1.8609277796498975,0.5,1,90.0,0,0.5,0
762.0,Spain,Male,47,4.0,69165.08,1,1,0,57496.22,1.2029291155294117,0.2,0,235.0,0,0.5,0
792.0,Germany,Male,42,0.0,94023.08,1,0,0,177277.06,0.5303706504910985,1.0,0,42.0,0,1.0,0
486.0,Germany,Female,48,2.0,0.0,1,1,1,76255.27,0.0,0.3333333333333333,1,144.0,1,0.5,0
621.0,Germany,Male,43,9.0,0.0,1,1,1,173892.37,0.0,0.1,1,430.0,1,0.5,0
702.0,Spain,Male,50,6.0,0.0,2,1,0,16331.05,0.0,0.2857142857142857,0,350.0,1,1.0,0
686.0,Spain,Female,45,9.0,82227.53,1,1,1,76411.73,1.0760972680860899,0.1,1,450.0,0,0.5,0
469.0,Spain,Male,41,10.0,36420.92,1,1,0,44794.45,0.8130495396295829,0.09090909090909091,0,451.0,0,0.5,1
706.0,France,Male,43,1.0,0.0,1,0,0,72012.97,0.0,0.5,0,86.0,1,1.0,1
610.0,France,Female,76,2.0,71213.61,2,1,1,158815.43,0.44840203245973986,0.6666666666666666,2,228.0,0,1.0,1
589.0,France,Male,43,0.0,0.0,1,1,1,74323.08,0.0,1.0,1,43.0,1,0.5,0
659.0,France,Female,53,9.0,188371.37,1,0,0,94075.36,2.0023241758078223,0.1,0,530.0,0,1.0,1
662.0,Germany,Male,63,3.0,0.0,1,1,0,42918.89,0.0,0.25,0,252.0,1,0.5,0
674.0,Germany,Male,78,4.0,0.0,1,0,0,67041.56,0.0,0.2,0,390.0,1,1.0,0
632.0,Germany,Male,53,8.0,36229.94,2,1,0,106076.56,0.34154198116925016,0.2222222222222222,0,477.0,0,1.0,0
440.0,Germany,Female,60,8.0,0.0,2,1,1,99426.18,0.0,0.2222222222222222,2,540.0,1,1.0,1
697.0,Germany,Female,47,7.0,0.0,2,1,1,188411.14,0.0,0.25,2,376.0,1,1.0,0
615.0,Spain,Male,59,6.0,65875.26,2,0,1,10390.75,6.339188298409796,0.2857142857142857,2,413.0,0,2.0,0
801.0,Spain,Male,42,9.0,62226.02,2,0,1,498.82,124.4968588691929,0.2,2,420.0,0,2.0,0
704.0,Spain,Female,55,4.0,73593.98,1,0,1,189171.37,0.3890313368701782,0.2,1,275.0,0,1.0,1
474.0,France,Female,62,10.0,0.0,1,0,0,182158.79,0.0,0.09090909090909091,0,682.0,1,1.0,1
662.0,Spain,Male,52,6.0,61842.49,2,1,1,4854.48,12.736637778345292,0.2857142857142857,2,364.0,0,1.0,0
483.0,Spain,Male,55,,120389.48,2,1,0,159958.17,0.752626310826694,0.3333333333333333,0,330.0,0,1.0,0
744.0,France,Male,51,7.0,51814.91,1,1,1,32559.63,1.5913362241455402,0.125,1,408.0,0,0.5,0
479.0,Spain,Male,61,4.0,0.0,3,1,0,61712.43,0.0,0.6,0,305.0,1,1.5,0
707.0,Germany,Female,55,4.0,119468.93,2,1,0,65123.9,1.8344585557904887,0.4,0,275.0,0,1.0,0
702.0,France,Female,66,10.0,59964.21,2,1,0,196424.36,0.30527733282504865,0.18181818181818182,0,726.0,0,1.0,0
703.0,France,Male,58,8.0,0.0,3,0,0,19504.96,0.0,0.3333333333333333,0,522.0,1,3.0,0
698.0,France,Male,40,7.0,0.0,2,1,1,51923.18,0.0,0.25,2,320.0,1,1.0,0
539.0,Germany,Female,84,7.0,0.0,2,1,0,42917.52,0.0,0.25,0,672.0,1,1.0,0
709.0,Germany,Male,62,6.0,51109.97,2,0,1,47348.8,1.0794125846360492,0.2857142857142857,2,434.0,0,2.0,1
567.0,France,Female,55,2.0,0.0,2,0,0,179282.62,0.0,0.6666666666666666,0,165.0,1,2.0,0
597.0,France,Male,80,7.0,62584.72,1,0,0,103100.72,0.6070191651506881,0.125,0,640.0,0,1.0,0
517.0,France,Male,45,1.0,0.0,1,1,1,7407.96,0.0,0.5,1,90.0,1,0.5,0
622.0,Spain,Male,57,10.0,115759.18,2,0,0,4932.62,23.463335238628027,0.18181818181818182,0,627.0,0,2.0,0
605.0,Spain,Female,62,7.0,77345.26,1,1,0,44083.38,1.7544821998177131,0.125,0,496.0,0,0.5,0
666.0,Germany,Female,59,2.0,0.0,1,0,0,63648.29,0.0,0.3333333333333333,0,177.0,1,1.0,0
772.0,Germany,Female,70,5.0,196195.03,2,1,1,72135.58,2.719771716374688,0.3333333333333333,2,420.0,0,1.0,1
529.0,France,Male,69,0.0,103738.25,2,1,0,96897.61,1.0705855326510876,2.0,0,69.0,0,1.0,0
667.0,France,Male,66,8.0,120354.29,2,0,0,12466.53,9.65341892098916,0.2222222222222222,0,594.0,0,2.0,0
526.0,Germany,Female,70,4.0,60499.0,2,0,0,127008.32,0.4763351224933729,0.4,0,350.0,0,2.0,0
442.0,France,Male,64,0.0,57945.83,2,1,0,38790.8,1.4937649193901803,2.0,0,64.0,0,1.0,0
599.0,France,Female,81,9.0,0.0,1,1,0,125174.75,0.0,0.1,0,810.0,1,0.5,0
721.0,France,Male,61,3.0,0.0,1,1,1,135042.79,0.0,0.25,1,244.0,1,0.5,0
694.0,France,Female,43,2.0,71990.78,1,1,1,193922.03,0.371233782805477,0.3333333333333333,1,129.0,0,0.5,0
620.0,France,Male,59,0.0,0.0,1,0,0,136234.47,0.0,1.0,0,59.0,1,1.0,1
582.0,France,Male,49,4.0,210972.05,1,1,0,160932.94,1.3109232893943936,0.2,0,245.0,0,0.5,0
702.0,Germany,Female,79,5.0,68460.78,1,1,0,53932.41,1.2693575281073457,0.16666666666666666,0,474.0,0,0.5,1
745.0,France,Male,82,9.0,136212.58,2,1,1,37067.38,3.674629967643582,0.2,2,820.0,0,1.0,0
495.0,France,Male,46,10.0,260000.0,2,1,1,186356.73,1.3951661677784977,0.18181818181818182,2,506.0,0,1.0,0
619.0,Germany,Female,72,2.0,95939.02,1,1,1,184464.92,0.5200907571436502,0.3333333333333333,1,216.0,0,0.5,1
751.0,Germany,Female,44,8.0,0.0,1,1,0,181761.45,0.0,0.1111111111111111,0,396.0,1,0.5,0
607.0,Spain,Male,53,5.0,76235.21,2,1,0,158721.83,0.48030399911594324,0.3333333333333333,0,318.0,0,1.0,0
706.0,Germany,Male,62,8.0,0.0,1,1,1,141379.15,0.0,0.1111111111111111,1,558.0,1,0.5,1
664.0,Germany,Male,42,0.0,0.0,3,1,1,150154.29,0.0,3.0,3,42.0,1,1.5,0
569.0,France,Female,54,6.0,45644.21,1,1,1,157667.49,0.28949481281897227,0.14285714285714285,1,378.0,0,0.5,0
498.0,Germany,Male,41,8.0,0.0,2,1,1,172695.47,0.0,0.2222222222222222,2,369.0,1,1.0,0
676.0,France,Female,63,1.0,0.0,1,1,0,132948.52,0.0,0.5,0,126.0,1,0.5,0
609.0,France,Male,51,0.0,0.0,1,1,1,181363.81,0.0,1.0,1,51.0,1,0.5,0
456.0,France,Female,83,4.0,0.0,1,1,0,141087.41,0.0,0.2,0,415.0,1,0.5,0
714.0,Spain,Female,54,8.0,0.0,2,0,0,78142.82,0.0,0.2222222222222222,0,486.0,1,2.0,0
589.0,Spain,Female,53,8.0,0.0,1,1,1,125875.79,0.0,0.1111111111111111,1,477.0,1,0.5,0
573.0,France,Male,59,8.0,120215.99,1,0,0,35287.16,3.4066947667432927,0.1111111111111111,0,531.0,0,1.0,1
516.0,France,Female,76,8.0,0.0,1,1,1,76246.85,0.0,0.1111111111111111,1,684.0,1,0.5,0
662.0,France,Male,61,3.0,136057.59,2,0,1,177897.34,0.7648052814882927,0.5,2,244.0,0,2.0,0
696.0,France,Female,50,10.0,231428.01,1,1,1,169514.86,1.3652292475760086,0.09090909090909091,1,550.0,0,0.5,0
765.0,Germany,Male,48,7.0,67118.44,2,0,0,180329.92,0.3721959606261644,0.25,0,384.0,0,2.0,0
579.0,France,Male,54,8.0,75486.43,2,1,1,92276.33,0.8180387317231653,0.2222222222222222,2,486.0,0,1.0,0
576.0,Germany,Male,34,6.0,84410.56,2,1,0,82849.96,1.0188241632927366,0.2857142857142857,0,238.0,0,1.0,1
663.0,Spain,Male,55,10.0,0.0,2,0,0,47161.16,0.0,0.18181818181818182,0,605.0,1,2.0,1
541.0,France,Female,55,6.0,0.0,1,1,1,3184.57,0.0,0.14285714285714285,1,385.0,1,0.5,0
702.0,Spain,Female,49,7.0,148636.26,2,0,0,144493.49,1.028663861161765,0.25,0,392.0,0,2.0,0
610.0,France,Male,63,0.0,131837.68,1,0,1,50296.51,2.621157190485175,1.0,1,63.0,0,1.0,0
577.0,Spain,Female,47,9.0,29356.46,1,1,1,66540.45,0.4411755379541624,0.1,1,470.0,0,0.5,0
823.0,France,Male,54,5.0,0.0,2,1,1,144548.67,0.0,0.3333333333333333,2,324.0,1,1.0,0
542.0,France,Female,44,10.0,84340.1,2,1,0,105833.09,0.7969086331256782,0.18181818181818182,0,484.0,0,1.0,0
652.0,France,Female,67,0.0,0.0,2,1,0,2458.33,0.0,2.0,0,67.0,1,1.0,0
780.0,Spain,Male,68,9.0,0.0,1,1,0,124353.08,0.0,0.1,0,680.0,1,0.5,0
